,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,day,month,hour
60,355,40,0,0,2,15,1,0,50,13851,46,23,17.65
61,32,93,0,2,0,0,0,0,45,4,40,20,5.6
62,80,66,0,0,0,4,1,0,51,5745,44,18,16.666666666666668
63,312,40,0,0,0,10,0,0,53,3847,46,19,6.0
64,168,161,0,6,10,43,0,0,182,43880,44,22,9.0
65,116,129,0,0,5,22,1,0,26,13396,43,16,19.15
66,414,77,0,6,10,21,0,0,93,5792,41,18,20.233333333333334
67,116,129,0,0,7,31,0,0,38,25261,44,24,18.25
68,301,40,0,6,16,27,0,0,51,85867,34,26,0.5
69,355,40,0,6,6,14,1,0,30,32315,43,20,3.9333333333333336
70,521,40,0,0,23,85,0,0,102,62645,45,24,19.65
71,201,40,0,0,0,25,0,0,34,6838,45,17,10.066666666666666
72,244,2,0,0,0,6,1,0,53,8940,41,23,13.433333333333335
73,244,2,0,0,0,18,1,0,34,5351,45,18,17.65
74,362,40,0,0,31,77,0,0,37,19696,41,19,10.966666666666667
75,244,2,0,2,0,0,1,0,18,413808,46,18,14.566666666666665
76,190,40,0,2,0,0,0,0,108,4,44,25,17.916666666666668
77,244,2,1,0,0,16,0,0,26,7176,43,16,18.03333333333333
78,244,2,0,2,0,14,0,0,42,1417621,41,23,11.75
79,244,2,3,0,0,1,1,0,71,2319,42,24,5.55
80,485,40,0,0,17,141,0,0,118,72776,43,21,9.3
81,190,40,0,2,0,0,0,0,91,4,41,25,18.516666666666666
82,355,40,0,0,2,5,1,0,35,13411,43,16,4.7
83,326,119,0,7,0,0,0,0,14,103,44,19,7.95
84,244,2,0,0,1,10,1,1,60,6001,45,18,10.333333333333334
85,116,129,0,0,4,27,0,0,21,23185,41,25,0.06666666666666668
86,244,2,1,2,0,149,1,0,23,26308872,46,25,0.21666666666666667
87,392,40,0,0,14,70,0,0,150,44450,40,20,20.33333333333333
88,244,2,0,0,0,3,1,1,41,3577,45,23,9.683333333333334
89,326,119,0,0,1,12,1,0,36,12463,46,15,10.8
90,100,40,0,0,9,34,0,0,42,35652,44,19,23.2
91,318,158,0,6,9,34,0,0,42,47519,44,20,19.95
92,392,40,0,0,2,100,1,1,140,56240,45,14,19.05
93,414,77,0,6,10,28,0,0,89,9986,41,19,21.25
94,92,120,0,6,0,3,1,0,33,1834,46,1,20.05
95,116,129,0,0,4,24,0,0,17,10805,43,23,8.166666666666666
96,155,131,0,0,7,23,0,0,33,17707,41,16,10.783333333333333
97,369,129,0,0,23,45,0,0,51,24122,31,26,0.0
98,244,2,0,0,0,3,1,0,42,4712,41,25,13.216666666666667
99,355,40,0,0,4,27,0,0,144,11606,45,23,2.85
100,244,2,2,0,0,3,1,1,73,8104,45,20,14.983333333333333
101,244,2,3,0,0,0,0,0,29,21384,42,24,9.5
102,244,2,3,3,0,0,0,0,24,16987,45,18,13.05
103,369,129,0,0,22,42,0,0,50,23396,46,19,14.65
104,355,40,0,0,10,55,0,0,57,31336,41,14,20.716666666666665
105,493,40,0,0,4,19,0,0,63,27206,44,15,15.05
106,244,2,5,2,0,0,0,0,73,1145543,44,22,12.066666666666665
107,116,129,0,0,4,27,1,1,58,24203,41,19,0.016666666666666666
108,326,119,0,7,0,0,0,0,14,104,43,23,6.95
109,493,40,0,0,4,19,0,0,36,26984,43,25,9.75
110,485,40,0,0,12,89,0,0,73,39937,46,21,17.316666666666666
111,116,129,0,0,5,22,1,0,39,15164,46,17,4.583333333333333
112,347,40,1,0,10,23,0,0,84,29712,44,24,14.483333333333333
113,414,77,0,6,13,34,0,0,36,23333,42,14,16.6
114,485,40,0,0,12,89,0,0,62,40055,46,23,12.2
115,253,40,0,6,13,111,1,1,74,49734,45,22,12.133333333333333
116,244,2,1,0,0,2,1,0,49,15777,45,24,17.75
117,244,2,2,0,1,4,1,0,53,6175,46,15,15.6
118,220,40,0,0,10,31,0,0,35,12113,42,22,8.716666666666667
119,493,40,0,0,4,19,0,0,37,27303,41,25,7.15
120,362,40,0,0,35,83,0,0,36,21153,45,19,10.966666666666667
121,244,2,1,7,0,1,1,0,115,1434,41,16,22.83333333333333
122,505,129,0,3,0,0,0,0,32,4,41,21,13.316666666666665
123,341,68,0,0,6,51,1,0,49,40287,40,17,4.85
124,312,40,0,0,4,15,0,0,44,6901,41,15,10.516666666666667
125,485,40,0,0,42,263,0,0,72,91519,43,25,17.85
126,355,40,0,0,20,109,0,0,60,73612,41,14,17.95
127,505,129,0,3,0,0,0,0,25,4,46,18,22.08333333333333
128,372,40,0,0,6,45,0,0,25,28771,40,21,4.316666666666666
129,521,40,0,0,21,76,0,0,94,55171,44,16,20.633333333333333
130,490,68,0,6,8,29,1,0,67,29375,40,18,5.366666666666666
131,282,40,0,0,7,21,1,1,45,31251,45,18,9.583333333333334
132,244,2,1,0,0,1,0,0,47,24513,45,23,13.933333333333335
133,164,129,0,0,79,352,1,0,83,193898,46,16,20.816666666666666
134,392,40,0,0,2,92,1,0,99,80026,45,18,12.333333333333336
135,485,40,0,0,37,253,0,0,69,87214,41,19,22.45
136,414,77,0,6,61,128,0,0,39,37121,45,18,0.13333333333333333
137,273,129,0,0,5,39,0,0,95,16256,40,20,20.816666666666666
138,369,129,0,0,22,47,0,0,48,23765,16,26,0.0
139,369,129,0,0,23,45,0,0,51,23297,24,26,0.0
140,156,113,0,0,10,36,0,0,35,40561,41,25,0.35
141,244,2,0,2,0,10,0,0,23,372375,40,18,23.36666666666667
142,164,129,0,0,67,305,1,0,80,175558,45,18,13.283333333333333
143,244,2,1,3,0,10,1,0,60,10804938,40,18,1.1666666666666667
144,244,2,0,2,0,0,0,0,28,115492,40,18,12.116666666666667
145,282,40,0,0,8,23,1,1,45,32644,46,18,14.4
146,244,2,2,0,2,6,1,1,39,4629,41,25,12.683333333333335
147,116,129,0,0,4,27,1,0,15,19965,41,19,18.266666666666666
148,493,40,0,0,4,19,1,0,37,28259,43,23,8.05
149,174,24,0,6,50,92,0,0,39,43082,40,19,15.466666666666667
150,326,119,0,0,0,11,1,0,71,4201,45,22,15.883333333333333
151,120,143,0,0,28,127,0,0,52,22800,40,14,4.183333333333334
152,414,77,0,6,20,56,0,0,39,35185,44,8,20.1
153,147,40,0,0,3,11,0,0,66,3363,40,22,0.21666666666666667
154,244,2,2,0,0,2,1,0,41,4396,41,24,15.85
155,213,40,0,0,19,55,0,0,64,60039,46,14,2.9166666666666665
156,117,93,0,6,5,18,0,0,27,17593,44,21,22.53333333333333
157,244,2,0,2,0,0,0,0,80,76849,44,15,12.733333333333333
158,168,144,0,0,1,63,0,0,61,24012,42,19,13.833333333333336
159,282,40,0,0,7,19,0,0,25,20956,45,14,21.05
160,521,40,0,0,24,90,0,0,67,65619,46,20,22.9
161,521,40,0,0,21,82,0,0,76,59685,40,21,19.933333333333334
162,244,2,0,0,0,0,1,0,26,5492,45,15,21.183333333333334
163,168,124,0,0,7,38,0,0,63,32593,43,19,12.55
164,190,40,0,2,0,0,0,0,81,4,44,25,16.45
165,156,113,0,0,37,96,0,0,84,17729,46,22,13.516666666666667
166,273,129,0,0,0,22,0,0,56,6976,45,16,8.8
167,101,40,0,0,7,31,0,0,46,16852,40,17,15.716666666666667
168,244,2,0,0,0,3,0,0,76,1197,44,15,7.75
169,369,129,0,0,22,49,0,0,50,26170,19,26,0.0
170,369,129,0,0,22,45,0,0,50,23565,13,26,0.0
171,216,40,0,0,0,28,1,0,38,5923,42,25,14.583333333333336
172,505,129,0,3,0,0,0,0,20,4,44,18,16.25
173,253,40,0,6,13,111,0,1,48,51209,45,18,8.45
174,369,129,0,0,23,49,0,0,50,25843,29,26,0.0
175,116,129,0,0,4,32,1,0,13,21169,40,22,15.733333333333333
176,341,68,0,0,6,35,1,0,49,17927,40,17,8.866666666666667
177,120,143,0,0,23,113,0,0,56,20947,44,22,5.333333333333333
178,411,39,0,0,41,71,0,0,37,27555,45,22,12.983333333333333
179,355,93,0,2,0,2,1,0,34,976,46,14,5.2
180,32,40,0,2,0,0,0,0,37,4,42,20,8.933333333333334
181,326,119,0,0,0,5,0,0,120,2366,44,18,0.6
182,171,30,0,6,8,25,1,0,34,17184,41,25,15.016666666666667
183,477,40,0,0,5,30,1,1,42,22687,40,19,19.133333333333333
184,156,113,0,0,2,23,0,0,36,72128,40,22,5.95
185,326,119,0,0,1,16,0,0,48,15175,45,18,3.9
186,477,40,0,0,1,13,0,0,71,28490,46,20,1.7833333333333332
187,336,64,0,0,12,44,0,0,51,47199,40,14,0.8333333333333334
188,166,40,0,0,0,13,1,1,40,21716,42,22,10.583333333333334
189,191,40,0,6,24,98,0,0,27,45302,45,19,0.6166666666666667
190,244,2,0,0,0,3,1,0,23,3634,42,15,19.25
191,155,105,0,2,0,0,0,0,71,4,45,18,20.933333333333334
192,355,40,0,7,0,6,0,0,26,820,18,26,0.0
193,369,129,0,0,22,47,0,0,50,25762,35,26,0.0
194,355,129,0,0,4,22,1,0,67,32543,44,22,14.683333333333335
195,392,40,0,0,8,109,1,0,67,86510,44,14,6.783333333333332
196,303,40,0,0,7,35,1,0,13,57231,44,15,3.3
197,326,119,0,7,0,0,0,0,14,106,41,19,6.95
198,414,77,0,6,38,91,0,0,36,36858,44,25,14.366666666666667
199,191,40,0,6,12,97,0,0,43,54683,45,17,9.633333333333333
200,392,40,0,0,0,96,1,1,99,78359,43,18,3.7666666666666666
201,490,68,0,6,3,39,0,0,36,29740,45,17,9.883333333333333
202,361,40,0,0,30,85,0,0,66,34495,43,15,16.05
203,103,40,0,0,21,69,0,0,27,44780,44,19,17.25
204,493,40,0,0,4,19,0,0,37,27176,46,18,11.066666666666665
205,473,93,0,0,12,34,0,0,60,8925,41,17,15.133333333333333
206,244,2,0,0,0,0,0,0,13,250,44,16,13.716666666666667
207,505,129,0,3,0,0,0,0,43,4,42,17,9.133333333333333
208,244,2,5,0,2,14,1,0,78,8688,45,16,19.683333333333334
209,116,129,0,0,5,22,1,1,52,15349,42,17,14.283333333333333
210,116,129,0,0,12,55,0,0,53,39108,44,18,22.43333333333333
211,103,40,0,0,13,41,0,0,66,36152,41,15,16.283333333333335
212,234,129,0,0,22,51,1,0,15,59325,42,19,12.233333333333333
213,291,40,0,0,8,37,0,0,45,15401,43,14,22.16666666666667
214,487,40,0,0,10,38,0,0,68,49946,46,23,14.3
215,355,143,0,0,23,119,0,0,28,24376,46,15,6.533333333333332
216,32,93,0,2,0,0,0,0,32,4,41,15,9.883333333333333
217,244,2,3,0,0,3,1,0,51,3833,46,23,13.683333333333335
218,253,40,0,6,13,109,1,0,51,48163,45,22,11.933333333333335
219,244,2,1,3,0,0,0,0,38,111807,45,23,13.45
220,101,40,0,6,6,16,0,0,46,6105,40,19,15.85
221,216,40,0,0,1,15,0,1,61,5143,44,18,13.866666666666667
222,244,2,1,0,0,4,1,0,46,18997,45,15,16.316666666666666
223,326,119,0,0,0,1,1,0,33,15713,40,23,18.016666666666666
224,312,40,0,0,0,8,0,0,63,3190,45,20,15.45
225,244,2,6,3,0,0,0,0,46,1069691,44,18,1.7833333333333332
226,155,105,0,2,0,0,0,0,51,4,41,21,4.566666666666666
227,32,93,0,2,0,0,0,0,52,4,41,14,4.833333333333333
228,369,129,0,0,22,45,0,0,41,23959,25,26,0.0
229,203,40,0,6,0,4,1,0,56,9664,45,25,14.383333333333333
230,493,40,0,0,4,19,0,0,35,26867,43,25,7.2666666666666675
231,326,119,0,0,0,5,1,0,120,2344,46,25,22.95
232,355,40,0,6,20,36,1,0,33,11054,44,25,5.033333333333333
233,244,2,2,0,1,12,1,1,35,12451,42,18,11.333333333333336
234,244,2,0,0,3,7,1,0,66,12954,41,23,19.266666666666666
235,485,40,0,0,38,262,0,1,60,92463,42,15,21.066666666666666
236,341,68,0,0,7,47,1,0,49,29632,42,17,8.65
237,388,40,0,0,14,44,0,0,72,12441,45,17,13.066666666666665
238,404,40,0,0,0,7,1,0,35,18557,45,18,17.9
239,326,119,0,0,0,3,1,0,28,3513,44,18,3.633333333333333
240,203,39,0,6,1,32,0,1,96,10917,46,16,8.233333333333333
241,220,40,0,0,18,37,0,0,30,15833,44,19,7.183333333333334
242,80,66,0,2,0,0,0,0,91,246431,40,23,11.333333333333336
243,326,119,0,0,0,5,0,0,120,2696,43,25,2.1333333333333333
244,230,40,0,0,1,21,0,0,42,8115,40,25,16.3
245,355,40,0,6,0,49,0,0,64,8989,44,15,5.7333333333333325
246,244,2,8,0,1,1,1,1,90,4554,46,25,12.133333333333333
247,369,129,0,0,22,57,1,0,50,26955,19,26,0.0
248,355,93,0,6,0,3,0,1,68,2575,40,23,3.5
249,379,73,0,0,11,48,0,0,34,16223,42,20,14.55
250,355,40,0,0,4,10,0,0,103,4538,44,16,20.2
251,493,40,0,0,4,19,0,0,63,27215,44,15,16.9
252,384,66,0,0,18,42,1,0,26,14204,41,19,12.233333333333333
253,152,40,0,0,1,10,0,0,57,4181,44,17,12.516666666666667
254,492,84,0,0,2,13,1,0,79,8704,44,22,2.85
255,493,40,0,0,4,19,1,1,36,27833,42,25,8.35
256,355,40,0,3,0,0,0,0,25,39668,42,14,22.566666666666666
257,326,119,0,0,0,5,0,0,120,2377,45,24,9.916666666666666
258,326,119,0,4,0,0,0,0,38,267,40,19,13.116666666666667
259,244,2,0,3,0,0,1,0,50,10460553,46,15,12.5
260,263,40,0,0,3,26,0,0,61,16643,43,20,16.75
261,369,129,0,0,21,39,0,0,48,22236,40,25,13.666666666666664
262,244,2,2,0,0,20,1,0,37,7392,45,18,10.966666666666667
263,244,2,0,0,0,0,1,0,35,1565,46,16,15.35
264,369,129,0,0,22,45,0,0,56,23475,31,26,0.0
265,369,129,0,0,22,53,0,0,48,25476,31,26,0.0
266,244,2,0,0,0,3,1,0,27,4225,41,15,11.75
267,32,93,0,2,0,0,0,0,39,4,46,19,1.0333333333333334
268,244,2,1,2,0,0,0,0,41,155165,42,24,12.2
269,244,2,3,0,0,0,1,0,17,42332,46,15,15.266666666666667
270,369,129,0,0,23,53,0,0,57,25187,18,26,0.0
271,326,119,0,6,0,0,1,0,13,1051,40,24,10.1
272,493,40,0,0,4,19,0,0,37,27137,44,24,5.4833333333333325
273,355,131,0,6,0,2,0,0,34,405,45,19,9.366666666666667
274,326,119,0,0,8,18,1,0,70,5088,40,24,21.816666666666666
275,116,129,0,0,4,27,1,0,26,22510,46,25,17.866666666666667
276,243,40,0,6,9,24,1,0,65,52696,43,25,0.05
277,168,131,0,0,3,24,0,0,37,12081,43,23,18.766666666666666
278,355,40,0,0,4,29,1,0,74,14867,39,3,0.0
279,369,129,0,0,23,57,0,0,50,26964,38,26,0.0
280,485,40,0,0,18,145,0,0,70,63982,42,15,22.316666666666666
281,485,40,0,0,20,167,0,0,130,95784,46,20,9.85
282,213,40,0,0,17,67,0,0,36,63227,42,14,8.233333333333333
283,326,119,0,2,0,2,0,0,134,1096,44,24,12.416666666666664
284,244,2,0,0,0,7,1,1,24,4332,45,17,15.783333333333333
285,355,40,0,3,0,0,0,0,24,39668,46,21,21.88333333333333
286,490,24,0,6,50,92,0,0,33,43259,40,15,16.933333333333334
287,493,40,0,0,4,19,0,0,37,27122,43,25,7.833333333333332
288,403,47,0,0,1,63,0,0,53,28856,45,16,11.216666666666667
289,244,2,3,0,0,0,1,0,33,1368,46,16,10.033333333333333
290,244,2,0,0,0,0,1,0,105,2819,44,24,13.016666666666667
291,326,119,0,2,0,0,1,0,26,1807906,45,14,9.6
292,355,40,0,6,5,146,0,0,46,81759,45,14,10.466666666666667
293,493,40,0,0,4,19,0,0,37,26916,40,25,3.45
294,244,2,2,0,1,16,1,0,84,20623,44,24,15.95
295,82,129,0,0,1,19,0,0,29,9643,42,15,5.116666666666666
296,244,2,0,0,0,3,1,0,60,5699,43,25,19.683333333333334
297,32,93,0,2,0,0,0,0,35,4,44,15,1.85
298,493,40,0,0,4,19,0,0,37,26893,43,23,9.5
299,485,40,0,0,10,82,0,0,72,38280,46,23,13.533333333333333
300,392,40,0,0,10,113,1,1,47,83351,43,15,17.416666666666668
301,116,129,0,0,7,31,0,0,47,27193,43,16,18.35
302,336,64,0,0,13,43,0,0,53,48980,40,22,7.283333333333332
303,186,40,0,0,0,8,0,0,31,9721,46,15,14.666666666666664
304,101,40,0,6,7,25,0,0,51,6609,40,25,18.566666666666666
305,244,2,2,0,0,1,1,0,25,2496,40,19,13.016666666666667
306,369,129,0,0,21,48,0,0,60,25068,25,26,0.0
307,116,129,0,0,5,22,1,0,28,16075,41,17,12.066666666666665
308,493,40,0,0,4,19,0,0,38,27201,46,21,17.516666666666666
309,156,113,0,0,14,60,0,0,65,25271,44,24,16.316666666666666
310,326,119,0,0,6,20,0,0,40,10617,45,18,15.216666666666667
311,244,2,2,2,0,0,0,0,51,1800437,46,24,11.9
312,244,2,0,3,0,0,1,0,19,2646222,40,18,9.95
313,244,2,0,0,0,0,1,0,29,772,45,15,20.683333333333334
314,282,40,0,0,6,49,1,0,45,64652,46,22,0.03333333333333333
315,326,119,0,0,0,18,1,0,73,7313,44,20,15.966666666666667
316,521,40,0,0,38,113,1,0,64,78806,46,24,19.03333333333333
317,244,2,0,0,0,0,0,0,46,947,43,25,22.016666666666666
318,82,129,0,0,2,43,1,0,34,56658,46,19,3.183333333333333
319,355,129,0,0,0,26,0,0,53,8674,43,17,19.55
320,477,40,0,0,15,91,0,0,63,93034,42,20,4.533333333333333
321,392,40,0,0,17,81,1,1,104,44982,44,14,4.55
322,243,40,0,0,9,87,0,1,95,100676,46,16,4.083333333333333
323,82,129,0,0,2,37,1,0,11,59016,46,14,5.7
324,403,47,0,0,37,131,1,0,57,89664,46,16,11.1
325,244,2,6,0,0,8,1,0,44,6878,40,17,10.916666666666664
326,244,2,0,0,0,7,1,1,0,2587,44,19,19.666666666666668
327,244,2,1,0,0,0,1,0,24,269,40,25,18.233333333333334
328,495,130,0,0,0,51,1,0,60,57952,42,15,0.95
329,244,2,5,0,0,0,1,0,40,1799,44,15,11.733333333333333
330,291,40,0,0,3,15,1,0,44,7675,41,19,5.583333333333332
331,116,129,0,0,4,32,0,1,46,12427,41,23,8.2
332,312,40,0,0,2,13,0,0,56,6003,45,19,6.75
333,485,40,0,0,7,53,0,0,61,40958,42,25,10.516666666666667
334,116,129,0,0,5,24,1,0,60,15638,40,18,7.133333333333334
335,228,40,0,0,1,11,0,0,57,6868,44,25,1.55
336,244,2,2,7,0,3,0,1,79,1422,41,18,10.916666666666664
337,355,131,0,0,0,15,1,0,41,5428,45,20,16.633333333333333
338,485,40,0,0,13,116,0,0,159,59855,41,17,8.05
339,493,40,0,0,4,19,0,0,37,26878,41,25,5.5
340,326,119,0,0,0,5,1,0,120,2658,42,18,8.616666666666667
341,203,40,0,6,1,7,1,0,61,7449,40,17,5.6
342,294,72,0,2,0,0,0,0,18,4,44,18,23.25
343,369,129,0,0,23,45,0,0,63,23551,9,26,0.0
344,341,68,0,0,6,35,1,0,49,18027,45,17,5.166666666666667
345,355,129,0,0,0,2,1,0,28,3385,42,23,20.85
346,493,40,0,0,4,19,0,0,36,27482,45,21,15.866666666666667
347,82,129,0,0,3,32,0,0,50,43040,43,20,22.216666666666665
348,32,93,0,2,0,0,0,0,28,4,43,15,13.266666666666667
349,140,138,0,0,46,88,0,0,24,60124,44,14,0.9666666666666668
350,355,129,0,0,1,52,0,0,56,19336,41,20,4.816666666666666
351,155,131,0,0,10,57,1,0,43,36597,46,20,8.8
352,485,40,0,0,9,94,0,0,113,47539,46,24,18.316666666666666
353,521,40,0,0,26,94,0,0,82,66867,45,25,22.85
354,186,40,0,0,4,16,0,0,33,11509,44,17,3.6833333333333336
355,326,119,0,0,6,48,1,0,40,17318,24,26,0.0
356,216,40,0,3,0,0,0,0,209,49045,45,25,15.616666666666667
357,244,2,0,3,0,0,1,0,69,935868,41,15,14.833333333333336
358,369,129,0,0,20,41,0,0,103,25243,21,26,0.0
359,116,129,0,0,4,48,0,0,35,18113,41,24,12.466666666666667
360,493,40,0,0,4,19,0,0,37,27145,41,19,17.15
361,487,40,0,0,8,48,1,0,96,78938,44,25,5.0
362,32,93,0,0,8,72,1,0,54,49456,45,20,1.3
363,186,40,0,0,0,9,0,0,31,10610,41,17,6.166666666666668
364,253,40,0,6,13,115,1,1,37,51758,45,20,12.1
365,493,40,0,0,4,19,0,0,37,26920,40,24,9.816666666666666
366,414,77,0,6,19,45,0,0,59,18464,45,22,21.566666666666666
367,485,40,0,0,2,30,0,0,60,19238,42,20,21.58333333333333
368,355,40,0,0,1,18,0,0,45,6402,41,17,5.55
369,505,129,0,3,0,0,0,0,27,4,45,22,12.95
370,155,131,0,0,4,23,0,0,47,14914,40,22,16.666666666666668
371,152,40,0,0,1,9,0,0,59,4208,45,23,20.016666666666666
372,244,2,0,0,0,0,1,0,25,1594,46,23,9.483333333333333
373,355,40,0,0,2,8,0,0,75,40146,44,25,6.933333333333334
374,485,40,0,0,7,69,0,0,57,31662,42,17,18.466666666666665
375,32,93,0,2,0,0,0,0,38,4,43,14,0.016666666666666666
376,403,47,0,0,1,64,0,0,41,28951,45,18,7.8
377,32,93,0,2,0,0,0,0,44,4,46,20,1.6
378,493,40,0,0,4,19,0,0,36,26931,43,18,13.483333333333333
379,117,93,0,6,5,19,0,0,38,21542,46,17,4.7
380,326,119,0,7,0,0,0,0,14,106,40,19,7.95
381,355,40,0,0,3,22,0,0,27,23029,46,15,4.483333333333333
382,294,72,0,2,0,0,0,0,26,4,40,18,19.35
383,493,40,0,0,4,19,0,0,37,26914,40,25,17.5
384,355,143,0,0,25,118,0,0,99,21923,41,21,9.45
385,392,40,0,0,0,97,1,1,59,82828,44,17,4.366666666666666
386,244,2,2,0,0,0,1,0,23,1868,46,17,14.916666666666664
387,521,40,0,0,20,71,0,0,155,53833,40,17,18.933333333333334
388,485,40,0,0,41,267,0,0,60,92710,45,25,22.966666666666665
389,477,40,0,0,9,41,1,0,49,20489,40,23,17.1
390,244,2,2,0,0,0,1,0,19,2062,43,16,19.03333333333333
391,362,40,0,0,30,78,0,0,57,17982,42,20,5.016666666666667
392,244,2,2,0,0,0,1,0,26,3007,43,15,17.7
393,32,93,0,2,0,0,0,0,54,4,41,19,2.5166666666666666
394,0,40,0,7,0,3,0,0,20,849,43,16,4.5
395,212,40,1,0,2,22,0,0,55,3615,46,18,13.416666666666664
396,369,129,0,0,21,41,0,0,50,24119,46,15,14.566666666666665
397,355,129,0,0,7,18,1,0,51,10688,40,17,4.216666666666667
398,203,40,0,6,1,7,1,0,65,7848,40,22,12.216666666666667
399,487,40,0,0,6,41,1,0,57,45456,41,14,12.333333333333336
400,355,40,0,0,12,30,0,0,47,17152,45,18,8.416666666666666
401,244,2,0,2,0,2,0,0,37,569,46,25,10.333333333333334
402,485,40,0,0,10,94,0,0,101,47595,46,25,17.0
403,521,40,0,0,21,78,0,0,71,58031,44,22,18.433333333333334
404,155,131,0,0,7,22,0,0,43,22740,44,16,10.516666666666667
405,331,12,0,0,3,24,0,0,33,10161,46,25,2.3
406,369,129,0,0,22,45,0,0,51,23671,35,26,0.0
407,326,119,0,0,28,170,0,1,40,104298,46,25,22.816666666666666
408,164,129,0,0,16,97,0,0,80,104363,40,24,20.716666666666665
409,392,40,0,0,16,110,1,0,43,101946,43,21,2.1166666666666667
410,326,119,0,0,0,11,1,0,72,4168,44,18,15.883333333333333
411,369,129,0,0,23,45,0,0,48,23497,32,26,0.0
412,164,129,0,0,24,83,0,0,30,88960,45,22,16.3
413,69,129,0,0,5,24,0,0,34,44491,43,22,6.283333333333332
414,164,129,0,0,24,80,0,0,72,87007,45,23,11.133333333333333
