,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,day,month,hour,label
56,326,119,0,7,0,1,0,0,51,465,46,23,13.533333333333333,0
57,487,40,0,0,12,41,1,0,57,58294,40,19,8.6,3
58,379,73,0,0,14,43,0,0,35,15033,44,15,3.05,1
59,312,40,0,0,0,10,0,0,40,3545,45,21,12.183333333333335,3
60,477,40,0,0,14,83,1,1,156,116910,40,15,18.8,3
61,244,2,0,0,0,7,1,0,10,3990,42,20,10.166666666666666,2
62,403,47,0,0,34,128,0,0,57,79385,42,24,10.6,3
63,244,2,1,0,0,0,1,0,24,313,45,15,19.233333333333334,2
64,69,129,0,0,3,17,1,0,43,36122,44,22,21.35,0
65,392,40,0,0,7,89,1,0,68,90366,41,16,17.666666666666668,0
66,116,129,0,0,4,39,1,1,44,29312,41,19,0.18333333333333326,0
67,244,2,2,3,0,0,0,0,21,11228,40,14,12.933333333333335,2
68,244,2,1,2,0,48,0,0,19,2784903,43,24,14.116666666666667,2
69,244,2,0,0,0,1,1,0,39,2670,46,18,2.05,2
70,282,40,0,0,9,41,0,1,113,41323,46,22,1.0166666666666666,1
71,191,40,0,6,39,91,1,0,88,65307,44,19,1.0333333333333334,3
72,97,129,0,0,1,9,0,0,50,5501,45,19,1.9166666666666663,0
73,244,2,2,0,0,0,1,0,35,2433,44,19,14.116666666666667,2
74,493,40,0,0,4,17,0,0,35,30288,41,15,6.583333333333332,0
75,220,40,0,6,20,84,0,0,36,24461,45,20,1.8666666666666667,0
76,294,102,0,0,0,10,1,0,42,3650,42,23,21.55,3
77,336,64,0,0,17,56,0,0,76,58243,41,17,7.533333333333332,3
78,244,2,4,0,0,0,1,0,39,3372,45,16,12.466666666666667,2
79,244,2,4,0,0,9,1,0,49,7191,40,19,18.066666666666666,2
80,164,129,0,0,11,35,0,0,99,32897,40,15,15.733333333333333,3
81,220,40,0,7,0,0,1,0,91,1146,41,22,13.0,0
82,493,40,0,0,4,19,0,0,38,27097,45,24,14.233333333333333,0
83,55,93,0,6,10,26,0,0,37,14881,44,17,17.783333333333335,3
84,244,2,0,0,0,3,1,1,31,9011,44,14,14.1,2
85,326,119,0,6,0,1,1,0,44,1434,11,5,0.0,0
86,282,40,0,0,4,26,0,1,29,23182,41,20,9.566666666666666,1
87,326,119,0,7,0,0,0,0,57,674,19,5,0.5,0
88,326,119,0,6,5,26,0,1,19,6975,45,20,23.03333333333333,0
89,244,2,0,0,0,3,1,0,52,1937,45,20,17.616666666666667,2
90,282,40,0,0,4,26,0,0,45,20258,46,20,9.85,1
91,429,129,0,0,10,60,0,0,133,86802,44,20,12.066666666666665,3
92,294,95,0,6,4,29,0,0,47,18514,42,18,22.6,1
93,244,2,0,0,0,2,1,0,39,7894,42,22,23.86666666666667,2
94,244,2,0,0,1,3,1,0,37,3145,46,23,11.883333333333333,2
95,392,40,0,0,8,95,0,0,114,82866,44,24,7.333333333333332,1
96,122,129,0,0,4,25,0,0,99,45326,41,19,14.9,0
97,155,105,0,2,0,0,0,0,26,4,46,21,19.03333333333333,1
98,326,119,0,7,0,0,0,0,57,529,11,5,0.5,0
99,80,66,0,2,0,12,1,0,117,4447447,41,16,13.9,2
100,156,113,0,0,21,163,1,1,42,147500,44,20,17.383333333333333,0
101,82,129,0,0,4,41,1,1,16,59172,45,22,1.9166666666666663,0
102,32,93,0,2,0,0,0,0,34,4,43,18,0.38333333333333336,3
103,32,93,0,2,0,0,0,0,42,4,44,20,14.266666666666667,3
104,419,78,0,0,38,146,0,0,48,124047,45,16,15.516666666666667,3
105,80,66,0,6,5,21,1,0,104,32684,41,16,15.416666666666664,2
106,493,40,0,0,4,19,0,0,37,28170,40,19,0.31666666666666665,0
107,432,40,0,0,3,19,0,0,38,17550,45,13,20.116666666666667,0
108,260,9,0,0,23,62,0,0,63,43508,41,24,23.75,3
109,326,119,1,0,0,3,0,0,27,6191,43,16,0.15,0
110,326,119,0,4,0,3,1,0,162,4137,41,21,0.11666666666666667,0
111,89,40,0,0,14,46,1,0,36,38695,45,14,10.733333333333333,3
112,344,77,0,0,0,4,1,0,32,1210,40,14,10.166666666666666,0
113,9,40,0,0,4,19,0,0,33,36541,40,16,17.566666666666666,1
114,93,40,0,0,11,41,1,0,67,20065,46,16,17.3,3
115,326,119,0,7,0,0,0,0,57,492,30,4,0.5,0
116,403,47,0,0,33,134,0,0,53,83268,42,16,9.533333333333333,3
117,191,40,0,6,17,47,0,0,55,32589,44,15,5.683333333333334,3
118,326,119,0,2,0,0,1,0,26,6983600,46,25,9.766666666666667,0
119,344,77,0,0,0,4,1,0,32,1210,40,14,10.266666666666667,0
120,80,66,0,3,0,5,0,0,115,16582,40,21,10.3,2
121,212,40,0,7,0,1,0,0,65,377,41,24,19.466666666666665,0
122,69,129,0,0,5,27,0,0,43,42522,45,18,16.85,3
123,212,40,1,0,3,18,0,0,73,3979,45,20,8.9,2
124,230,40,0,0,4,27,0,0,37,29951,41,22,15.583333333333336,0
125,13,73,0,3,0,0,0,0,28,19868,41,22,2.7666666666666666,0
126,244,2,1,0,0,13,1,0,17,7081,44,22,12.216666666666667,2
127,493,40,0,6,4,14,0,0,37,24828,42,14,12.3,0
128,294,72,0,0,50,241,1,0,38,110200,40,24,2.3166666666666664,1
129,244,2,1,0,0,8,1,0,24,11795,42,19,18.1,2
130,521,40,0,0,12,51,0,0,81,44516,43,17,16.766666666666666,1
131,282,40,0,0,16,68,0,1,84,71108,41,19,21.48333333333333,1
132,392,40,0,0,2,121,1,1,39,95273,42,15,15.333333333333336,1
133,244,2,0,0,0,3,0,0,6,366,45,15,16.533333333333335,2
134,344,77,0,0,0,4,1,0,32,1210,40,14,10.166666666666666,0
135,220,40,0,6,8,36,0,0,32,11034,45,22,8.683333333333334,0
136,370,40,0,0,0,8,0,1,30,2418,41,15,11.316666666666665,0
137,326,119,0,7,0,0,0,0,57,524,4,5,0.5,0
138,288,108,0,0,31,119,1,0,28,87449,44,21,9.5,3
139,220,40,0,6,20,84,0,0,40,25332,42,20,4.5,0
140,122,129,0,0,5,42,1,0,146,59000,46,19,7.5,0
141,485,40,0,0,20,129,0,0,87,72403,45,22,9.466666666666667,1
142,521,40,0,0,38,115,0,0,79,78727,44,24,20.166666666666668,1
143,485,40,0,0,9,54,0,1,70,35879,40,25,10.683333333333334,1
144,32,40,0,0,1,45,0,1,47,30447,41,21,7.7666666666666675,0
145,244,2,2,2,2,0,0,0,37,670871,40,25,10.866666666666667,2
146,472,40,0,0,7,17,1,0,99,21777,43,21,17.7,0
147,32,93,0,0,30,253,0,0,15,116395,40,24,0.21666666666666667,3
148,32,93,0,0,20,177,0,0,103,88677,45,22,0.08333333333333333,3
149,294,95,0,6,21,89,0,1,69,54396,43,19,14.033333333333333,1
150,399,93,0,0,5,22,0,0,48,5119,44,25,8.283333333333333,3
151,521,40,0,0,20,83,1,0,75,75546,42,24,14.833333333333336,1
152,244,2,0,0,0,3,1,0,111,8687,46,23,14.166666666666664,2
153,32,93,0,0,30,250,1,0,11,113728,44,25,0.15,3
154,282,40,0,0,7,21,1,0,45,30112,45,20,9.916666666666666,1
155,186,40,0,0,4,16,0,0,33,11400,43,15,7.65,1
156,220,40,0,6,2,12,0,0,37,4438,44,22,5.083333333333333,0
157,9,40,0,0,1,13,1,0,154,38961,40,17,12.433333333333335,0
158,347,40,0,2,1,35,0,0,34,80457,43,19,17.516666666666666,0
159,326,119,0,0,9,61,0,0,61,24734,44,21,9.666666666666666,0
160,282,40,0,0,9,49,0,0,57,42559,44,17,3.083333333333333,0
161,244,2,3,0,0,0,1,1,36,2383,41,23,12.75,2
162,493,40,0,0,4,19,0,0,37,27440,40,18,11.116666666666667,0
163,32,93,0,0,2,74,1,0,55,29109,44,24,19.3,0
164,244,2,2,0,0,1,0,0,30,4682,45,19,13.466666666666667,2
165,244,2,0,0,0,6,1,0,76,9713,46,23,18.08333333333333,2
166,312,40,0,0,0,11,1,0,42,3751,40,20,6.5,3
167,244,2,2,0,0,2,1,0,33,1958,44,20,11.033333333333333,2
168,399,93,0,0,8,27,0,0,51,6144,44,16,10.633333333333333,3
169,32,93,0,0,2,74,1,0,55,28231,42,16,17.133333333333333,0
170,485,40,0,0,26,121,0,0,45,61905,45,15,17.283333333333335,1
171,392,40,0,0,16,73,0,1,119,51464,44,25,15.766666666666667,3
172,32,93,0,0,25,146,0,0,44,67366,42,15,6.716666666666668,3
173,152,40,1,0,4,19,0,0,54,9552,41,19,16.816666666666666,0
174,244,2,0,0,0,3,1,0,46,2809,40,21,22.41666666666667,2
175,220,40,0,6,4,20,0,0,46,6683,42,22,1.45,0
176,164,129,0,0,12,42,0,0,68,43941,43,24,10.7,3
177,244,2,3,0,3,3,1,0,37,7558,40,16,14.933333333333335,2
178,212,40,0,0,5,26,1,1,118,23430,46,15,18.216666666666665,0
179,276,93,0,6,0,17,1,1,62,8971,41,19,10.0,0
180,244,2,6,0,1,4,1,0,0,6137,46,19,14.266666666666667,2
181,419,78,0,0,32,128,0,0,37,105741,41,23,16.083333333333332,3
182,263,40,0,0,0,11,0,0,100,3122,41,19,17.133333333333333,0
183,338,147,0,0,12,64,0,0,16,26461,43,21,7.7666666666666675,3
184,432,40,0,0,4,32,0,0,116,16610,43,15,10.883333333333333,0
185,116,129,0,0,14,88,0,0,27,56366,41,18,14.7,0
186,521,40,0,0,28,111,1,0,97,88664,45,21,21.91666666666667,1
187,9,40,0,0,2,14,1,0,79,40085,41,21,14.483333333333333,0
188,244,2,0,0,2,8,1,0,38,3207,40,20,12.533333333333333,2
189,485,40,0,0,21,63,0,0,45,31382,41,24,10.4,3
190,32,93,0,0,8,97,0,0,44,39780,43,20,2.5666666666666664,3
191,244,2,6,0,0,1,1,0,16,1472,46,22,16.733333333333334,2
192,493,40,0,0,4,19,0,0,35,26977,45,19,9.666666666666666,0
193,485,40,0,0,34,184,0,0,73,82043,40,19,9.066666666666666,1
194,493,40,0,0,4,19,1,0,38,27714,45,25,6.616666666666667,0
195,69,129,0,0,5,25,0,0,37,39906,45,18,16.883333333333333,0
196,282,40,0,0,4,26,0,0,29,22718,42,22,17.116666666666667,1
197,244,2,6,0,0,6,1,0,29,30479,46,14,17.55,2
198,392,40,0,0,1,11,1,0,42,10228,45,20,12.116666666666667,1
199,526,40,0,0,2,25,1,0,106,49337,41,18,6.7,0
200,244,2,0,0,2,6,1,0,32,6356,42,14,22.18333333333333,2
201,244,2,1,2,0,0,0,0,61,127215,46,15,16.016666666666666,2
202,288,108,0,0,33,152,0,0,27,100279,45,17,7.5166666666666675,0
203,282,40,0,0,9,69,1,0,56,48852,46,24,1.1666666666666667,1
204,168,124,0,6,11,44,1,0,48,49717,46,16,17.45,3
205,477,40,0,0,24,122,0,0,42,102794,42,21,18.08333333333333,3
206,244,2,0,3,0,0,0,0,56,168635,46,21,11.716666666666667,2
207,326,119,0,7,0,0,0,0,57,516,29,5,0.5,0
208,362,40,0,2,0,0,0,0,72,4,45,15,6.5,3
209,344,77,0,0,0,4,1,0,32,1210,40,14,4.566666666666666,0
210,336,64,0,0,0,9,0,0,70,1998,44,15,6.566666666666666,0
211,493,40,0,6,4,14,0,0,36,24732,46,23,0.25,0
212,187,40,0,2,2,28,0,0,36,20558,44,24,6.25,0
213,244,2,0,0,0,1,1,0,5,783,40,25,12.4,2
214,415,39,0,7,0,0,0,0,57,687,45,23,21.383333333333333,0
215,32,93,0,0,23,134,0,0,48,61677,40,20,7.0,3
216,244,2,2,0,0,6,1,0,64,25630,42,15,14.45,2
217,443,40,0,0,0,11,0,1,19,17646,41,25,17.05,3
218,171,30,0,6,28,95,1,0,29,63364,42,23,14.083333333333336,3
219,415,39,0,7,0,0,0,0,57,678,41,19,0.2333333333333333,0
220,419,78,0,0,7,36,0,0,41,21458,46,14,9.083333333333334,3
221,326,119,0,0,20,95,0,1,53,27807,44,23,17.766666666666666,0
222,220,40,0,6,10,44,0,0,38,13593,45,14,1.35,0
223,415,39,0,7,0,0,0,0,57,690,42,15,22.15,0
224,220,40,0,0,3,9,1,0,58,6469,45,20,14.216666666666667,0
225,493,40,0,6,3,14,0,0,33,24657,45,19,12.416666666666664,0
226,220,40,0,6,2,12,0,0,36,4356,40,22,23.78333333333333,0
227,244,2,14,0,0,3,1,0,30,8094,41,14,13.083333333333336,2
228,392,40,0,0,8,109,0,0,93,82779,46,23,6.2,1
229,220,40,0,6,20,84,0,0,36,24958,42,20,10.916666666666664,0
230,246,40,0,0,21,104,0,0,40,71280,42,15,2.4,3
231,477,40,0,0,46,148,1,0,66,179691,42,20,4.0,3
232,244,2,3,0,0,0,1,1,36,7389,44,25,13.683333333333335,2
233,338,64,0,0,5,19,0,0,39,20026,44,14,16.85,0
234,415,39,0,6,1,17,0,0,72,3429,46,21,23.75,0
235,172,61,0,0,10,63,0,0,41,29163,45,17,18.383333333333333,0
236,244,2,3,0,0,0,1,0,47,3968,41,16,21.73333333333333,2
237,338,147,0,0,12,86,0,0,48,33207,41,21,22.15,3
238,100,40,0,0,0,11,0,0,66,6085,40,25,0.31666666666666665,0
239,326,119,0,7,0,2,1,0,31,511,43,16,20.9,0
240,162,50,0,0,0,7,0,0,103,2942,41,21,6.2666666666666675,0
241,244,2,0,0,0,3,1,0,50,1485,44,25,15.416666666666664,2
242,326,119,0,0,20,55,1,0,25,22824,43,20,13.75,0
243,282,40,0,0,4,36,0,0,29,24497,43,19,14.216666666666667,1
244,392,40,0,0,8,99,0,1,71,87370,46,16,6.6,1
245,446,76,0,2,0,0,0,0,97,143154,45,22,11.5,0
246,485,40,0,0,10,55,0,0,53,31025,40,20,19.666666666666668,1
247,392,40,0,0,16,109,1,1,117,105036,44,25,12.166666666666664,1
248,521,40,0,0,24,85,0,0,100,62968,43,14,5.333333333333333,1
249,116,129,0,0,4,27,0,1,21,24251,41,15,0.03333333333333333,0
250,244,2,0,2,0,10,0,0,55,2766956,42,19,12.6,2
251,345,40,0,0,15,46,1,1,50,61588,46,20,13.633333333333333,0
252,326,119,0,0,2,33,0,0,61,11860,40,18,5.6,0
253,493,40,0,0,4,17,0,0,35,30046,45,21,14.583333333333336,0
254,282,40,0,0,4,26,0,0,45,20516,44,22,3.25,1
255,392,40,0,0,2,97,1,1,76,82386,40,15,14.416666666666664,1
256,230,40,0,0,2,16,0,0,32,30725,43,25,17.65,0
257,252,40,0,0,0,5,0,0,36,1242,46,19,6.166666666666668,0
258,239,28,0,6,1,13,0,0,53,15629,46,16,17.116666666666667,0
259,336,64,0,0,12,47,0,0,54,50901,46,25,1.0333333333333334,3
260,493,40,0,0,4,17,0,0,34,29941,40,21,3.6166666666666663,0
261,392,40,0,0,8,15,0,0,47,12698,45,14,15.85,0
262,294,102,0,0,14,32,1,0,33,24630,41,15,15.95,0
263,493,40,0,6,4,14,0,0,34,24657,45,24,7.7666666666666675,0
264,212,40,1,0,3,18,0,0,47,3971,45,19,14.933333333333335,2
265,32,66,0,0,12,78,1,0,54,54196,43,23,20.233333333333334,0
266,191,40,0,6,25,63,0,0,56,53878,43,14,1.9166666666666663,3
267,493,40,0,0,4,19,0,0,35,26875,45,15,6.85,0
268,409,49,0,0,0,41,0,0,41,33994,44,24,10.033333333333333,0
269,526,40,0,0,2,31,1,0,118,13123,41,15,4.566666666666666,0
270,344,77,0,0,0,4,1,0,32,1210,40,14,15.333333333333336,0
271,230,40,0,0,2,22,0,0,61,36727,44,22,8.5,0
272,493,40,0,0,4,19,0,0,39,27141,44,25,16.9,0
273,244,2,0,0,1,7,1,0,41,5578,40,18,9.683333333333334,2
274,191,40,0,6,21,85,1,0,60,78393,43,18,3.4333333333333336,3
275,361,40,0,0,40,69,0,0,65,30869,42,24,8.7,0
276,493,40,0,0,4,19,0,0,37,26863,41,19,4.4,0
277,244,2,3,0,0,2,1,0,22,20843,41,19,10.133333333333333,2
278,172,61,0,0,3,44,0,0,34,24494,45,17,9.666666666666666,0
279,493,40,0,0,4,19,0,0,36,26939,44,19,9.85,0
280,477,40,0,0,32,77,0,0,45,112011,40,15,20.28333333333333,0
281,244,2,1,2,0,0,0,0,46,344528,41,18,10.283333333333333,2
282,282,40,0,0,4,28,0,0,45,21153,41,14,6.083333333333332,1
283,244,2,1,2,0,0,0,0,17,1579,46,17,11.8,2
284,310,40,0,0,16,132,1,0,209,61764,46,14,7.0,0
285,220,40,0,7,0,0,1,0,84,869,44,21,13.516666666666667,0
286,403,47,0,0,36,134,0,0,84,89756,46,18,8.8,3
287,244,2,0,0,0,0,1,0,127,684,40,17,16.166666666666668,2
288,220,40,0,0,9,24,1,0,66,17740,40,25,16.133333333333333,0
289,244,2,5,0,0,0,1,0,21,726,46,21,20.0,2
290,447,40,0,2,22,47,0,0,77,36826,45,20,1.3,0
291,344,77,0,0,0,4,1,0,32,1210,40,14,3.7666666666666666,0
292,32,93,0,0,6,116,0,0,33,54543,46,17,0.3,3
293,218,40,0,6,1,18,0,0,24,17012,40,18,2.8,0
294,244,2,0,0,2,2,1,0,32,3350,40,19,11.65,2
295,80,66,0,6,17,55,0,0,205,44193,46,24,17.65,2
296,392,40,0,0,8,110,0,1,63,86911,46,25,0.7833333333333333,1
297,140,138,0,0,48,92,0,0,24,61248,41,25,14.166666666666664,3
298,345,40,0,0,21,67,0,1,42,67795,43,17,23.516666666666666,0
299,32,93,0,0,6,118,0,0,33,54473,45,21,0.2,3
300,446,76,0,2,0,0,0,0,78,136085,44,21,7.416666666666668,0
301,487,40,0,0,12,47,0,0,45,63290,45,18,12.883333333333333,3
302,392,40,0,0,0,14,1,0,37,4852,40,22,8.25,1
303,240,129,0,0,4,14,1,0,68,3806,40,23,7.083333333333332,0
304,485,40,0,0,36,223,0,0,132,104069,40,24,10.416666666666666,1
305,131,97,0,0,3,13,0,1,49,20991,40,18,17.6,3
306,244,2,1,0,0,0,1,0,24,249,40,14,19.28333333333333,2
307,347,40,0,2,2,34,0,0,34,81965,41,25,18.25,0
308,392,40,0,0,8,15,0,1,46,13296,41,25,8.9,0
309,32,66,0,0,17,192,1,0,99,75733,45,16,1.4,3
310,392,40,0,0,12,112,0,1,126,107429,43,19,5.216666666666667,1
311,336,64,0,0,12,45,0,0,60,50327,42,22,4.166666666666667,3
312,521,40,0,0,28,121,1,1,80,86703,43,21,12.05,1
313,244,2,2,0,0,1,0,0,15,4312,40,19,10.283333333333333,2
314,244,2,0,0,0,19,1,0,37,12842,44,21,14.466666666666667,2
315,392,40,0,0,10,102,1,0,102,82922,40,14,17.4,1
316,406,120,0,0,12,89,0,1,30,44480,45,23,7.633333333333333,1
317,326,119,1,2,0,0,0,0,22,130044,43,22,13.666666666666664,0
318,347,40,0,2,1,35,0,0,34,80451,44,19,20.166666666666668,0
319,55,40,0,6,8,20,1,0,39,18210,43,17,8.366666666666667,3
320,254,135,0,6,17,35,0,0,64,23074,40,24,5.216666666666667,3
321,303,40,0,0,4,29,0,0,23,22796,46,15,14.983333333333333,3
322,32,93,0,2,0,0,0,0,49,4,46,22,0.6833333333333333,3
323,168,124,0,6,7,30,0,0,37,34906,40,17,21.016666666666666,3
324,370,40,0,0,0,10,0,1,54,4492,44,24,14.5,0
325,244,2,0,0,0,6,1,0,21,2658,40,24,9.483333333333333,2
326,32,93,0,2,0,0,0,0,49,4,46,16,0.4,3
327,244,2,1,3,0,0,0,0,12,181582,40,25,18.03333333333333,2
328,228,40,0,0,1,10,0,0,28,46576,45,18,14.966666666666667,0
329,69,129,0,0,5,21,0,0,79,39126,45,15,16.683333333333334,0
330,344,77,0,0,0,4,1,0,32,1210,40,14,4.6,0
331,32,93,0,0,27,152,0,0,38,66301,43,20,2.85,3
332,343,91,0,0,0,10,1,0,55,151746,46,23,9.55,0
333,517,129,0,0,6,32,0,0,45,44725,42,16,1.1666666666666667,3
334,493,40,0,0,4,19,0,0,37,27187,44,19,15.433333333333335,0
335,244,2,5,0,1,3,1,0,48,4633,40,20,15.433333333333335,2
336,419,78,0,0,9,46,0,0,51,25935,46,23,11.05,3
337,244,2,3,0,0,0,1,0,25,343,43,18,19.183333333333334,2
338,100,40,0,0,0,11,0,0,39,6889,45,21,22.91666666666667,3
339,220,40,1,0,4,12,0,0,31,6007,46,19,15.683333333333335,0
340,220,40,2,0,4,12,0,0,41,6154,46,15,13.216666666666667,0
341,383,40,0,0,70,222,0,0,35,102939,42,16,8.483333333333333,3
342,294,72,0,2,0,0,0,0,15,4,44,20,6.1,1
343,338,147,0,0,12,63,0,0,36,28067,41,17,19.366666666666667,3
344,244,2,1,0,0,1,0,0,47,2997,40,24,12.35,2
345,32,93,0,0,24,145,0,0,42,69272,42,25,0.2,3
346,244,2,4,0,1,3,1,1,25,5762,45,22,11.283333333333333,2
347,282,40,0,0,5,29,1,0,32,25102,44,14,11.416666666666664,0
348,244,2,0,0,0,4,1,0,99,2386,41,22,16.166666666666668,2
349,521,40,0,0,28,117,0,1,54,87632,43,21,14.766666666666667,1
350,186,40,0,7,0,1,0,0,30,388,43,17,3.5666666666666664,1
351,244,2,0,2,0,2,0,0,47,22553,46,18,18.6,0
352,419,78,0,0,12,52,0,0,42,38041,45,16,11.3,3
353,392,40,0,0,10,107,0,0,97,96749,42,14,2.55,1
354,244,2,0,0,1,1,1,0,39,2896,46,21,9.466666666666667,2
355,493,40,0,0,4,19,0,0,36,27259,45,25,16.6,0
356,244,2,0,2,0,0,0,0,7,216385,46,18,17.633333333333333,2
357,477,40,0,0,30,179,1,0,87,166629,42,20,19.266666666666666,0
358,477,40,0,0,7,31,1,0,103,31787,40,25,5.066666666666666,0
359,299,156,0,0,12,44,0,0,41,12344,43,16,22.066666666666666,0
360,305,71,0,0,12,76,0,0,19,77993,41,19,18.45,3
361,392,40,0,0,2,14,0,0,119,13286,46,25,7.116666666666666,1
362,392,40,0,0,10,109,1,0,100,87391,45,19,8.466666666666667,1
363,282,40,0,0,23,84,0,1,63,193362,46,19,12.016666666666667,1
364,244,2,2,2,0,11,1,0,40,240038,41,20,20.05,2
365,244,2,1,0,0,0,1,0,23,1544,40,20,16.55,2
366,485,40,0,0,6,54,0,1,50,36659,46,22,9.116666666666667,1
367,244,2,0,0,0,34,1,0,40,16026,46,25,13.75,2
368,352,40,0,2,1,0,0,0,38,301138,46,15,10.166666666666666,0
369,244,2,3,0,0,0,1,0,27,44538,43,19,21.73333333333333,2
370,244,2,6,2,0,6,1,0,29,1250496,44,21,17.066666666666666,2
371,294,102,0,0,4,25,0,0,39,8532,40,23,17.216666666666665,0
372,485,40,0,0,11,33,0,0,57,16426,45,17,13.55,1
373,521,40,0,0,17,63,0,0,61,56757,42,20,18.78333333333333,1
374,447,40,0,6,5,22,0,0,30,10257,44,24,15.0,3
375,310,40,0,0,6,37,0,0,16,28923,46,17,1.6166666666666667,3
376,32,93,0,2,0,0,0,0,39,4,40,20,0.35,3
377,392,40,0,0,16,111,1,1,42,100172,43,23,2.25,1
378,220,40,0,6,4,20,0,0,36,6758,45,14,4.1,0
379,230,40,0,0,1,11,0,0,35,35287,44,25,15.783333333333333,0
380,477,40,0,0,16,73,1,1,140,112444,40,25,14.083333333333336,3
381,220,40,0,6,2,12,0,0,36,4413,43,17,0.18333333333333326,0
382,244,2,0,0,0,7,1,0,35,4555,44,25,20.33333333333333,2
383,392,40,0,0,13,115,1,1,47,105087,44,21,10.55,1
384,392,40,0,0,8,15,0,0,66,13960,44,21,17.75,0
385,399,93,0,0,7,25,0,0,40,6866,40,14,9.316666666666666,3
386,473,93,0,0,21,60,1,0,42,22944,42,22,16.0,3
387,50,40,0,6,6,12,0,0,39,8251,28,3,0.0,0
388,336,64,0,0,17,57,0,0,123,58314,40,21,0.85,3
389,282,40,0,0,7,19,0,0,26,20868,40,22,21.73333333333333,1
